country,country_iso,core_city,uc_id,cc_avg_dir,cc_avg_undir,cc_wt_avg_dir,cc_wt_avg_undir,circuity,elev_iqr,elev_mean,elev_median,elev_range,elev_std,grade_mean,grade_median,intersect_count,intersect_count_clean,intersect_count_clean_topo,k_avg,length_mean,length_median,length_total,street_segment_count,node_count,orientation_entropy,orientation_order,pagerank_max,prop_4way,prop_3way,prop_deadend,self_loop_proportion,straightness,uc_names,world_region,world_subregion,resident_pop,area,built_up_area,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,nodes_per_km_street,organic_prop,meshedness_coefficient,pop_density,prop_used_area,big,organic,3_way_cities,type_one_city,type_two_city,city_type,chosen
syria,SYR,kobani,4508,0.018201916242961,0.0214863184079601,0.0007286901403398,0.0007868976998162,1.0168526917130174,10.0,517.4029850746268,516.0,90.0,10.28700695486364,0.0225330649798734,0.013,989,847,857,3.2444029850746268,72.0197740080506,54.229,125242.387,1739,1072,2.957358543077969,0.4887433636444214,0.0024407035817014,0.4076492537313433,0.5111940298507462,0.0774253731343283,0.0,0.9834266144443924,Kobani,Asia,Western Asia,66332,8.0,3.71630811691,3.2602611940298507,288.4583210746627,266.1243279317551,61590.93239833848,33700.75436698058,0.0085594024968559,0.5886194029850746,0.9953249181860684,17848.896785004225,0.46453851461375,False,True,False,True,False,1,True
mexico,MEX,tecoman,80,0.0156042965108617,0.0189699441172028,0.0007046106968503,0.000847366122247,1.0107549026828615,8.0,37.091073855913,37.0,31.0,5.495349313510325,0.018526170798898,0.01,1991,1740,1749,3.289533303126416,83.41758484848485,67.469,302805.833,3630,2207,3.047190142632186,0.4286057475064809,0.0016551194336471,0.5065700045310376,0.3878568192115995,0.0978704123244223,0.0,0.989359534488218,Tecoman,Latin America and the Caribbean,Central America,98217,18.0,9.65719127655,3.319891255097417,228.53435712297951,206.1676053610568,52914.048025623815,31355.476383209483,0.0072884989636246,0.4868301544050863,0.9247556262786996,10170.348415744304,0.536510626475,False,False,False,True,False,1,True
mexico,MEX,agua_prieta,87,0.0132298459749948,0.0146713242299142,0.0007462165617597,0.0007823609251457,1.0118673985550142,28.0,1219.1248015242934,1219.0,103.0,18.768400145677223,0.0259123877917414,0.02,3032,2861,2867,3.5376309939663386,99.183692459605,99.7855,552453.1669999999,5570,3149,1.882349052140831,0.9490305173471848,0.0007915829336241,0.6592569069545887,0.3029533185138139,0.037154652270562,0.0001795332136445,0.9882717848485272,Agua Prieta,Latin America and the Caribbean,Central America,97910,33.0,14.9544639587,3.5868529691965705,210.5725761014669,202.74882525870044,71383.49371452858,36942.35838380567,0.0057000306778945,0.340107970784376,1.212140473542031,6547.208931754407,0.4531655745060606,False,False,False,True,False,1,True
mexico,MEX,san_pedro_de_las_colonias,138,0.0274757168698946,0.0293207448203514,0.0014516770911416,0.0014917067482315,1.015816424180231,2.0,1100.9142407553109,1101.0,8.0,1.3922316086870965,0.0091935793004312,0.0,1196,1054,1059,3.2840283241542094,85.87351940584571,70.198,179218.035,2087,1271,2.2581225914316936,0.8425607693765109,0.0020691546244274,0.4555468135326515,0.4815106215578285,0.059008654602675,0.0,0.9844298400737173,San Pedro de las Colonias,Latin America and the Caribbean,Central America,52003,10.0,5.74176120758,3.345397324940991,221.3606512096125,208.29845699976127,59229.48686041468,31213.07705437222,0.0070919201853764,0.5405192761605035,1.071344107213244,9056.977139931929,0.574176120758,False,True,False,True,False,1,True
china,CHN,chongming,12413,0.0292546505781799,0.0326797385620915,0.0048944399912644,0.0050507759136942,1.021459145234014,2.0,4.318627450980392,4.0,16.0,1.9173683931641308,0.007009900990099,0.002,164,150,150,2.9705882352941178,449.06517161716175,386.935,136066.747,303,204,3.2038684397144035,0.3157176404223109,0.0127810856041842,0.3970588235294117,0.3970588235294117,0.196078431372549,0.0,0.9789916754535516,Chongming,Asia,Eastern Asia,118193,47.0,15.7384252548,2.9950980392156863,12.96190671539917,10.42035637904639,16022.889959914524,8645.512165106964,0.0014992641809831,0.599009900990099,0.924812030075188,7509.836472613599,0.3348601118042553,False,True,False,True,False,1,True
argentina,ARG,santo_tome,1061,0.0141327063740856,0.0148902821316614,0.0008304130380608,0.0008660400728352,1.0046077139334637,1.0,19.16457680250784,19.0,11.0,1.22119802041976,0.0086473128598848,0.007,1212,1136,1137,3.266457680250784,96.07519385796546,93.5265,200220.70400000003,2084,1276,1.981150667088157,0.926704849119722,0.0020923705029476,0.4435736677115987,0.5047021943573667,0.0501567398119122,0.0,0.995413419716416,Santo Tomé,Latin America and the Caribbean,South America,54540,12.0,5.26919603348,3.341692789968652,242.16218031980785,230.01611484922188,67147.61962771892,37998.3403023565,0.0063729673031216,0.5557299843014128,0.9300039323633504,10350.725168214984,0.4390996694566667,False,True,False,True,False,1,True
brazil,BRA,jatai,1132,0.0248472511341413,0.0319861111111111,0.0013941169669882,0.0016099793353229,1.0084352276743975,63.0,726.1066666666667,726.0,173.0,40.3678309172162,0.0425966428042458,0.029,2343,1859,1869,3.375833333333333,91.6281049123673,90.845,371185.453,4051,2400,3.230341110279228,0.2956395581972835,0.0017615829693966,0.4825,0.4858333333333333,0.02375,0.0,0.9916353302196212,Jataí,Latin America and the Caribbean,South America,72065,20.0,6.82602119446,3.4445833333333336,351.59574393760164,343.24534501908363,97418.3573499153,54378.010619312685,0.0064657706292169,0.5108604845446951,0.9795107673008572,10557.394702859694,0.341301059723,False,True,False,True,False,1,True
venezuela,VEN,socopo,734,0.018360092659158,0.0186915887850467,0.0003719908332246,0.0003758270002222,1.0128771789377768,13.0,240.1869158878505,239.0,77.0,8.660080344432787,0.015058659217877,0.011,1184,1145,1145,3.3457943925233646,90.2171294227188,86.0175,193786.394,2148,1284,3.17947723672568,0.3339600658836061,0.0020031935928693,0.5412772585669782,0.3785046728971962,0.0778816199376947,0.0,0.9872865346307028,Socopó,Latin America and the Caribbean,South America,80675,12.0,5.27613401413,3.383177570093458,243.36000498875185,224.4067335721824,68180.25774868748,36728.86122320273,0.0066258521741211,0.4574551131928181,1.054360578803285,15290.55171531741,0.43967783451083337,False,False,False,True,False,1,True
sudan,SDN,for_baranga,3484,0.0,0.0,0.0,0.0,1.042886200313218,7.0,588.3428571428572,589.0,22.0,5.383511364990068,0.0098910891089108,0.006,49,49,49,2.8857142857142857,376.7756138613862,166.726,38054.33700000001,101,70,1.8079735710544684,0.9631688327625436,0.0282904117697246,0.5142857142857142,0.1857142857142857,0.3,0.0,0.9588773920871352,For Baranga,Africa,Northern Africa,102712,9.0,1.92930078506,2.914285714285714,36.28257477634471,25.39780234344129,39448.83793619204,19724.418968096023,0.0018394749591879,0.4857142857142857,0.9851851851851852,53237.9402918274,0.21436675389555554,False,False,False,True,False,1,True
sudan,SDN,umm_ruwaba,4253,0.0017341040462427,0.0017341040462427,9.727631630914872e-05,9.727631630914872e-05,1.0036303001353517,2.0,455.8549132947977,456.0,13.0,1.8697592247936925,0.0111284745762711,0.008,1694,1595,1595,3.4104046242774566,87.54614915254238,69.1155,258261.14,2950,1730,2.022814069244369,0.9160781955191176,0.0012627472386341,0.4728323699421965,0.5063583815028901,0.0208092485549132,0.0,0.9963828312727684,Umm Ruwaba,Africa,Northern Africa,470698,16.0,2.49084711075,3.43121387283237,694.5428294388944,680.0899150690676,207368.11897076853,103684.059485384,0.0066986461842459,0.5271676300578034,1.2072358900144715,188971.05244579693,0.155677944421875,False,True,False,True,False,1,True
argentina,ARG,la_plata,1117,0.0226631311218755,0.0336463223787163,0.0003920420309263,0.0005180867403114,1.0114652200655407,12.0,13.83286384976526,14.0,38.0,7.07972129042915,0.0137639599272942,0.008,13063,11399,11465,3.4174070061394004,108.70336061208098,112.717,2571595.402,23657,13845,2.553872487643982,0.7176271064893036,0.0002248042875508,0.5406283856988082,0.3945828819068255,0.0564824846514987,0.0003381662932747,0.9886647411714288,La Plata; Berisso,Latin America and the Caribbean,South America,691901,192.0,116.204750061,3.4426146623329723,119.14315028200024,112.41364912486596,35353.4466606866,22129.864748644755,0.0053838173723721,0.4515872441969774,0.8583155534661701,5954.154194529885,0.605233073234375,False,False,False,False,True,2,True
argentina,ARG,tristan_suarez,1109,0.015969663361529,0.0177103507639337,0.0020800090520808,0.0022125520893673,1.0079223454849282,3.0,21.56165267914784,22.0,21.0,2.5420700746248555,0.0162534735260983,0.012,1510,1436,1439,3.438347320852163,107.95032782576044,88.675,287471.723,2663,1549,2.280427091054318,0.8344019994429293,0.0015380845110599,0.5855390574564235,0.3854099418979987,0.025177533892834,0.0003755163349605,0.9921399247467656,Tristán Suárez; Spegazzini; Máximo Paz,Latin America and the Caribbean,South America,70141,16.0,9.11004257202,3.540994189799871,170.03213626657458,165.7511463928519,61349.99497330284,31555.475260118103,0.0053883560575451,0.4108527131782946,1.1679068262698156,7699.305403404653,0.56937766075125,False,False,False,True,False,1,True
iraq,IRQ,najaf,5387,0.0119194319459102,0.0141512209473374,0.0003563150290894,0.0003907161485113,1.018163139987475,13.0,43.70528765144829,44.0,52.0,8.317795761591498,0.0142895752895752,0.006,12234,10913,11109,3.0756639653373985,86.232730251487,56.9065,1652736.508,19166,12463,2.75849157028117,0.609982434641992,0.0002611118154761,0.1254914547059295,0.855251544571933,0.0183743881890395,0.000260878639257,0.9821608745454108,Najaf; Al Kufa,Asia,Western Asia,1012532,89.0,32.8442230225,3.0896252908609485,379.4579031893127,372.4855963747132,89734.96036063744,50320.46295836532,0.0075408269495309,0.873906413034754,0.9240155741982098,30828.31337816586,0.3690362137359551,False,True,True,False,False,3,True
nigeria,NGA,jahun,2844,0.0483870967741935,0.0526881720430107,0.0022621771587957,0.0023579130566051,1.0273627625413484,2.0,377.2182163187856,377.0,18.0,2.415847993409707,0.0146164556962025,0.004,506,427,429,2.998102466793169,96.10026202531644,64.42150000000001,75919.207,790,527,3.436145989678483,0.129645942883248,0.0041780567883839,0.1081593927893738,0.8500948766603416,0.0398481973434535,0.0,0.9733660168160444,Jahun,Africa,Western Africa,99357,7.0,1.90046191216,3.032258064516129,277.3010059438812,266.25106073549125,79663.99854229444,39947.76560068641,0.0069415898930556,0.889943074003795,0.9895138226882746,52280.447908095266,0.27149455888,False,True,True,False,False,3,True
democratic_republic_of_the_congo,COD,mukanga,3732,0.0113960113960113,0.0113960113960113,0.0018554932988548,0.0018554932988548,1.0077625191315678,4.75,574.465811965812,575.0,17.0,3.113191161674238,0.0110295698924731,0.01,189,187,187,3.17948717948718,136.98773924731185,95.629,50959.439000000006,372,234,2.3237105715211954,0.8179812941444675,0.0096247810105431,0.6025641025641025,0.2051282051282051,0.1923076923076923,0.0,0.992297273430791,Mukanga,Africa,Middle Africa,78594,5.0,1.20814907551,3.217948717948718,193.68470724626496,156.43764816044478,84359.52157392225,42179.760786961095,0.0045918872851013,0.3974358974358974,1.1036717062634989,65053.23026202115,0.241629815102,False,False,False,True,False,1,True
china,CHN,xiangshui,11946,0.0166078569748294,0.0275229357798165,0.0011484512072934,0.0014541369644668,1.033846751403743,2.0,2.678899082568808,3.0,8.0,1.54488842905884,0.0042058823529411,0.003,90,76,77,3.1192660550458715,535.3897117647059,372.9875,91016.251,170,109,2.5809343733326284,0.7043858512006158,0.0276721428631793,0.4954128440366973,0.3211009174311927,0.1743119266055046,0.0,0.9672613456899812,Xiangshui,Asia,Eastern Asia,95380,34.0,18.9524440765,3.1376146788990824,5.751237125936389,4.748727902149311,8515.437341409313,4802.349007474725,0.001197588329583,0.5,0.9289099526066352,5032.596303411126,0.5574248257794118,False,False,False,True,False,1,True
colombia,COL,riohacha,692,0.0145350844986968,0.0156356819936046,0.0008336916014219,0.0008650169355298,1.0121377624423038,8.0,11.89513728084684,11.0,35.0,5.97778145450402,0.0184154859309519,0.01,2825,2498,2522,3.315249751902084,73.89018778686889,64.326,370263.731,5011,3023,2.9361589679531845,0.5024478297124275,0.0009251898703398,0.471386040357261,0.4598081376116441,0.0654978498180615,0.0,0.9880077960800364,Riohacha,Latin America and the Caribbean,South America,235418,20.0,10.385216713,3.3450215018193847,291.0868481170808,272.0212854550953,66856.88485738197,35652.96143859102,0.0081644507600988,0.5256537570340947,1.0611230743746891,22668.568842218632,0.51926083565,False,True,False,True,False,1,True
brazil,BRA,santarem,1068,0.015935928858723,0.0198529411764705,0.0010050644251625,0.0010953541677888,1.0110703809301214,26.0,38.2765231092437,39.0,76.0,15.939979862463804,0.0258464098906324,0.016,3623,3142,3153,3.3135504201680672,98.91774433349184,80.389,624072.049,6309,3808,3.1050836950261704,0.3880775264181335,0.0008984154603439,0.4346113445378151,0.5157563025210085,0.0485819327731092,0.0,0.9890508305465964,Santarém,Latin America and the Caribbean,South America,208264,46.0,23.7407894135,3.33718487394958,160.39904712834075,152.60655140388093,48053.42657861558,26286.912289661515,0.0061018595626929,0.5647831800262813,1.0055226824457593,8772.412592210283,0.5161041176847826,False,True,False,True,False,1,True
brazil,BRA,paranavai,1135,0.022347619719556,0.0259974556381741,0.0020385330622447,0.0022565294050192,1.008731304660477,29.0,462.3767848917549,464.0,99.0,18.843079747185072,0.0319313513513513,0.022,2087,1723,1735,3.408567480423768,97.52460351351353,96.398,360841.033,3700,2171,2.891537637278176,0.5306849349092813,0.0013578905976213,0.5237217871948411,0.4256103178258867,0.0386918470750806,0.0,0.991344271145213,Paranavaí,Latin America and the Caribbean,South America,68598,22.0,7.45650196075,3.476738830032243,291.15529123814963,279.8899552344626,87862.57516575577,48392.80334122051,0.0060164997920289,0.4643021649009673,1.0274383214203366,9199.756180725282,0.33893190730681816,False,False,False,True,False,1,True
honduras,HND,siguatepeque,343,0.0390534199509763,0.0419799498746867,0.0050482014722078,0.0051944911217236,1.037143383644181,16.0,1092.1156015037593,1088.0,144.0,17.365550748228834,0.0268233256351039,0.017,949,880,887,3.255639097744361,106.7092297921478,97.392,184820.386,1732,1064,2.8702038421755045,0.5438938556100485,0.0022786180135576,0.5347744360902256,0.3486842105263157,0.1080827067669173,0.0011547344110854,0.9641868383581916,Siguatepeque,Latin America and the Caribbean,Central America,59252,14.0,5.45100069046,3.3223684210526314,195.19351774475945,174.09647400354956,63375.11892166868,33905.77189312432,0.0057569406872681,0.4589235127478753,1.029815428300994,10869.930745688427,0.3893571921757143,False,False,False,True,False,1,True
niger,NER,gazaoua,2655,0.0366581415174765,0.0366581415174765,0.0013873877713708,0.0013873877713708,1.0270620181213492,3.0,407.841432225064,408.0,16.0,2.0444852640099302,0.0119075757575757,0.0,375,341,341,3.3759590792838874,75.77919242424242,54.5185,50014.267,660,391,2.6202659816944296,0.6846001757691971,0.0060227187736596,0.4757033248081841,0.4833759590792839,0.0409207161125319,0.0,0.9736510379666752,Gazaoua,Africa,Western Africa,72907,4.0,1.17242896557,3.39386189258312,333.4956841584918,319.84880194228754,85317.35135984895,42658.67567992451,0.0078177692777142,0.5242966751918159,1.196911196911197,62184.57760855029,0.2931072413925,False,True,False,True,False,1,True
ecuador,ECU,milagro,440,0.019402714441429,0.0217414529914529,0.0005968530180618,0.0006347129032872,1.0133904662303022,3.0,10.684294871794872,11.0,19.0,2.131763359387943,0.0151461178306671,0.009,2856,2455,2472,3.285897435897436,76.83731584081156,63.157,393868.081,5126,3120,3.488920119507162,0.0842539280084437,0.0007735799442257,0.483974358974359,0.4253205128205128,0.0846153846153846,0.0,0.9867864691088784,Milagro,Latin America and the Caribbean,South America,156361,21.0,7.71264839172,3.3253205128205128,404.53030418831366,370.300816910841,93966.8018288042,51067.81237724284,0.0079214339788046,0.5102629890955741,1.0101107366393838,20273.32144012465,0.36726897103428574,False,True,False,True,False,1,True
iraq,IRQ,chamchamal,5309,0.0065218372242145,0.0073170731707317,0.0005320921551061,0.0005824537484549,1.0112036103878004,20.0,719.5137388082742,718.0,96.0,14.895053282840278,0.0196578465296153,0.015,3195,2820,2874,3.033652361840074,77.78551048239365,54.052,382160.213,4913,3239,3.114181165701429,0.3815826297582334,0.0010073613913984,0.0734794689719049,0.9123186168570546,0.0135844396418647,0.0,0.9889205197917522,Chamchamal,Asia,Western Asia,214840,24.0,9.58986282349,3.047545538746527,337.75248505809634,333.1643068109348,71678.14885905183,39850.43582311867,0.0084755029168879,0.9259030564989196,0.9224470879035996,22402.823059549683,0.39957761764541666,False,True,True,False,False,3,True
brazil,BRA,mineiros,1125,0.0199243482371293,0.0277979588306521,0.0017380238655547,0.0021228673298933,1.0127170420285343,51.5,797.6419304618578,793.0,150.0,33.02166547066064,0.0377202380952381,0.027,1842,1534,1537,3.312921639854697,87.14500093984962,78.481,278166.843,3192,1927,3.133207415446593,0.3678885109353588,0.0014279437754221,0.4628956927867151,0.4867669953295278,0.0441100155682407,0.00031328320802,0.9874426503151744,Mineiros,Latin America and the Caribbean,South America,52704,15.0,5.81815242767,3.3871302542812662,331.2047980791227,316.59534927957657,86317.26931243738,47810.16765341056,0.0069274971064757,0.5311526479750779,0.9698466337405772,9058.545759191533,0.38787682851133337,False,True,False,True,False,1,True
china,CHN,keriya,7000,0.0325670498084291,0.0325670498084291,0.007383712920293,0.007383712920293,1.0522407159820435,6.0,1428.4022988505749,1430.0,44.0,6.934007482698223,0.006829457364341,0.005,79,78,78,2.9655172413793105,456.85432558139536,391.745,58934.208,129,87,2.8405528535351405,0.5619392717861833,0.0253568510027914,0.4022988505747126,0.5057471264367817,0.0919540229885057,0.0,0.9503528848593472,Keriya,Asia,Eastern Asia,70380,10.0,1.5334770679499998,3.218390804597701,56.73381220907615,51.51690993697719,76760.00473705033,38431.75045244408,0.0014762224343457,0.5977011494252874,0.9940828402366864,45895.69773879057,0.15334770679499998,False,True,False,True,False,1,True
nigeria,NGA,doka_ashafa,2525,0.020606884057971,0.020606884057971,0.0009278261531425,0.0009278261531425,1.0113941222338507,6.0,701.3777173913044,701.0,24.0,4.350462414270792,0.0168530646515533,0.012,664,618,618,3.2364130434782608,82.85270445004198,70.903,98677.571,1191,736,2.6782024262575588,0.6542881051813332,0.004325346538894,0.4442934782608695,0.4578804347826087,0.0978260869565217,0.0,0.9887342411989852,Doka Ashafa; Dan Dume; Jarumai; Ungwan Duka Baki; Mashika; Ungwan Mashika,Africa,Western Africa,119535,10.0,2.51951980591,3.248641304347826,292.1191563065215,263.54228232001395,78330.45866004574,39165.2293300229,0.0074586351542844,0.5557065217391305,1.1226993865030674,47443.56433301637,0.251951980591,False,True,False,True,False,1,True
nigeria,NGA,hadejia,2866,0.0601330542936381,0.0625967706259675,0.0014245998524532,0.0014537825616258,1.0396376760452954,2.0,358.5925680159257,359.0,12.0,1.8398417785519376,0.0151544149630274,0.005,1483,1271,1272,3.051094890510949,88.46399434536755,60.425,203378.723,2299,1507,3.492561879545032,0.0810790258715646,0.0016521319470223,0.106171201061712,0.8779031187790312,0.0159256801592568,0.0,0.9618735671488222,Hadejia,Africa,Western Africa,185858,21.0,7.59949111938,3.074319840743198,198.30275163515788,195.1446454379158,53399.72645867177,26762.15022889485,0.0074098213312117,0.893828798938288,1.0172814888667332,24456.637566958972,0.3618805294942857,False,True,True,False,False,3,True
brazil,BRA,ponta_grossa,1204,0.0327020181235545,0.0372393422386809,0.0012606007852712,0.0013572388952147,1.0235041057287282,51.0,899.0700965480756,901.0,173.0,36.02948683790606,0.0530735772018998,0.04,6707,6223,6256,3.174447824361857,102.1245125406216,84.549,1225596.275,12001,7561,3.5396145852394967,0.0395641948933819,0.0004534240174073,0.4238857294008729,0.4573469117841555,0.1129480227483137,0.0004999583368052,0.9770356507637128,Ponta Grossa,Latin America and the Caribbean,South America,279277,85.0,44.0111694336,3.2076444914693822,171.7972982155664,152.39313306861575,50819.30375366181,27847.39171380267,0.0061692419879458,0.5708989805375347,0.9466922720349644,6345.593711645118,0.517778463924706,False,True,False,True,False,1,True
chad,TCD,pala,3187,0.0224867724867724,0.0224867724867724,0.0005110915687407,0.0005110915687407,1.008043233265757,11.0,437.6587301587302,437.0,58.0,8.706009601109061,0.0189166666666666,0.013,109,107,107,3.238095238095238,195.84862254901955,115.276,39953.11899999999,204,126,2.6973691368206567,0.6439540686290603,0.0177097733156484,0.5238095238095238,0.3412698412698413,0.1349206349206349,0.0,0.9920209441417516,Pala,Africa,Middle Africa,350298,9.0,1.23210597038,3.253968253968254,102.26393104899874,88.4664165423878,64853.3810572769,32426.690528638424,0.0031536962108014,0.4761904761904761,1.145748987854251,284308.3374492235,0.13690066337555554,False,False,False,True,False,1,True
ukraine,UKR,druzhkivka,4031,0.030903759649688,0.0330618892508143,0.0030931276804593,0.0032527359693255,1.0204336415893147,31.0,90.55374592833876,84.5,80.0,17.862978857894714,0.0221252545824847,0.015,570,562,562,3.198697068403909,157.69495926680244,111.711,154856.45,982,614,2.919586662818786,0.5130313379477355,0.004284686034969,0.4218241042345277,0.501628664495114,0.0716612377850162,0.0010183299389002,0.979975531228577,Druzhkivka,Europe,Eastern Europe,59840,17.0,10.5131063461,3.2833876221498373,58.40329012060006,54.21803805984045,28367.408564323425,14729.84719282768,0.0039649623893612,0.5742251223491027,1.0704340704340705,5691.942802633074,0.6184180203588235,False,True,False,True,False,1,True
argentina,ARG,yacuiba,994,0.0252463085519599,0.0297814207650273,0.0020695077606449,0.0022041422868452,1.017710863201268,45.0,625.8396516393443,630.0,160.0,27.188021706766072,0.0204447565543071,0.015,1796,1590,1595,3.2827868852459017,97.3275777153558,87.914,311837.559,3204,1952,2.9559652097468487,0.4896498002346201,0.0013582697501773,0.4789959016393442,0.4349385245901639,0.0799180327868852,0.0,0.9825973527043256,Yacuiba,Latin America and the Caribbean,South America,139674,24.0,5.77241563797,3.3253073770491803,338.1599875033366,311.1349065348322,95813.0246827654,54022.02103202401,0.0062596693171267,0.5159137577002053,0.9447442816756618,24196.80230253127,0.24051731824875,False,True,False,True,False,1,True
colombia,COL,aguachica,660,0.0223166336524705,0.024087982832618,0.0004548777095578,0.0004794398208792,1.0133710444068742,33.0,166.45118025751074,164.0,144.0,21.87069252004131,0.0192637614678899,0.011,1727,1518,1553,3.274678111587983,78.33245576671037,68.34100000000001,239070.65500000003,3052,1864,3.125783038535092,0.3732500385064866,0.0012541769415421,0.4533261802575107,0.4656652360515021,0.0734978540772532,0.0,0.9868053814240368,Aguachica,Latin America and the Caribbean,South America,84037,12.0,4.7444767952,3.3202789699570814,392.8778831600175,364.0022018333424,96433.24348490518,50389.25582729548,0.0077968582133177,0.5394524959742351,1.101316850309057,17712.595851458365,0.39537306626666663,False,True,False,True,False,1,True
senegal,SEN,guinguineo,1471,0.0212765957446808,0.0212765957446808,0.001565644198922,0.001565644198922,1.0115919579998875,5.0,19.0,19.0,17.0,3.2520762598684554,0.029473282442748,0.024,345,345,345,3.484042553191489,108.85671603053436,99.695,71301.149,655,376,1.7182973688754704,0.97716846346913,0.0070055091914037,0.6861702127659575,0.2313829787234042,0.0824468085106382,0.0,0.9885408756878544,Guinguinéo,Africa,Western Africa,55651,6.0,1.52689909935,3.521276595744681,246.2507183088018,225.94813249078888,93393.39977389842,46696.6998869492,0.0052734073051193,0.3138297872340425,1.251673360107095,36447.07107607215,0.254483183225,False,False,False,True,False,1,True
guatemala,GTM,poptun,330,0.0272853168843734,0.030817610062893,0.0034409610074018,0.0036270032287476,1.0147168451206046,16.0,513.1686320754717,512.0,57.0,10.487012579248535,0.0157935251798561,0.01,792,742,742,3.2783018867924527,112.7147424460432,111.43,156673.49200000003,1390,848,3.2570284444481974,0.2751048047280197,0.0031388302946246,0.4893867924528302,0.4398584905660377,0.0660377358490566,0.0,0.985496599182942,Poptún,Latin America and the Caribbean,Central America,55972,12.0,3.38336277008,3.366745283018868,250.63821340681977,234.08663327618075,89776.80894467545,46307.03316401849,0.0054125301553883,0.5058962264150944,1.0928444707273803,16543.304340573723,0.2819468975066667,False,True,False,True,False,1,True
guatemala,GTM,santa_cruz_barillas,280,0.0164690382081686,0.0164690382081686,0.0006756824117496,0.0006756824117496,1.1060718328942754,54.0,1501.703557312253,1484.0,391.0,56.39918547475617,0.0755732009925558,0.052,211,207,207,3.185770750988142,127.897635235732,78.888,51542.747,403,253,2.4853911123899244,0.7497794629527987,0.0103348882067111,0.5454545454545454,0.2885375494071146,0.1660079051383399,0.0,0.904100412161554,Santa Cruz Barillas,Latin America and the Caribbean,Central America,136335,8.0,1.00814807415,3.2134387351778657,250.9551984348251,209.29465165908337,102252.33439732004,51126.16719866006,0.0049085470745282,0.4545454545454545,1.1057884231536923,135233.11058739873,0.12601850926875,False,False,False,True,False,1,True
cote_d_ivoire,CIV,ouangolodougou,1639,0.0470186498555292,0.0468873128447596,0.008747308322553,0.008736955853582,1.034900770518961,12.0,322.9338061465721,323.0,36.0,7.368780463978612,0.0171935483870967,0.014,403,384,384,3.224586288416076,121.27620967741936,91.3305,82710.375,682,423,2.5595904750845344,0.7148546012008414,0.0049822973807521,0.425531914893617,0.5271867612293144,0.0472813238770685,0.0,0.96627621554339,Ouangolodougou,Africa,Western Africa,58283,6.0,2.07151198387,3.33096926713948,204.19867386417488,194.54389022993493,79132.315562934,39927.53874659244,0.0051142314371081,0.574468085106383,1.1105826397146257,28135.48772772034,0.3452519973116666,False,True,False,True,False,1,True
colombia,COL,maicao,712,0.0174799005556213,0.0198795878198448,0.0018057224065997,0.0019418147190838,1.009765220388344,8.0,49.98957971517888,51.0,23.0,4.604952744774225,0.0157068487305312,0.01,2612,2336,2337,3.255991663772143,74.62493663324088,72.001,349767.078,4687,2879,2.8002324046352274,0.5858936757454105,0.0008074452706717,0.4623133032302883,0.4313997915943036,0.0927405349079541,0.0,0.9903292169395688,Maicao,Latin America and the Caribbean,South America,146126,17.0,8.21460723877,3.303924973949288,350.4732382592989,317.9701626722087,82851.06788646767,42578.67331127224,0.0082311920734861,0.5241403265022577,1.0900399791413176,17788.555892281456,0.4832121905158824,False,True,False,True,False,1,True
tunisia,TUN,al_munastir,2842,0.0340493341433544,0.045756550081484,0.0017145688144541,0.0019825777004294,1.034566095817331,11.0,18.12335464460324,18.0,38.0,7.918165428045056,0.0152546248715313,0.0,2483,1904,1920,2.927416321925536,65.09137487153134,50.089,253335.631,3892,2659,3.3905893491049217,0.1679021795260242,0.0011560256240695,0.0782248965776607,0.8537044001504325,0.0661902971041745,0.000256937307297,0.9665887989592168,Al Munastir,Africa,Northern Africa,72910,19.0,8.74093055725,2.94396389620158,304.20102099936526,284.06586504002405,53389.6411764679,28982.68431956318,0.010495957436007,0.921627731725697,0.8417876673580992,8341.217164747542,0.4600489766973684,False,True,True,False,False,3,True
sudan,SDN,jebel_aulia,4363,0.0149839098954143,0.0158219361759184,0.0007503750234344,0.0007750775801057,1.0193380189062269,3.0,386.4175382139984,386.0,17.0,1.942285502024902,0.0136803081367356,0.004,2415,2218,2219,3.341914722445696,72.21850746268656,57.028000000000006,299995.68,4154,2486,2.879675292335613,0.5380528344344282,0.0009489913368437,0.4400643604183427,0.5309734513274337,0.0285599356395816,0.0,0.981028845635546,Jebel Aulia,Africa,Northern Africa,177717,26.0,4.79815483093,3.383748994368464,518.1158356905611,503.3184807693906,124576.7131454042,62523.13453208307,0.0082867859963849,0.5595333869670153,1.166901550231528,37038.61302148812,0.18454441657423076,False,True,False,True,False,1,True
mali,MLI,koutiala,1624,0.0231497148586827,0.0238484677570972,0.0017095776014605,0.001722551724282,1.014940964900583,19.0,367.8406655386351,366.0,48.0,11.534934685680437,0.0141651548861886,0.01,3289,3160,3164,3.2955442752397066,98.19005459524216,72.38,573724.489,5843,3546,3.123647604997856,0.374787917299099,0.0008293114490834,0.4588268471517202,0.4627749576988155,0.0724760293288212,0.0,0.9852789813227744,Koutiala,Africa,Western Africa,226431,38.0,14.5007591248,3.325437112239143,244.53892168551607,226.8157116253983,78768.28945089766,39565.13476724018,0.006180666971669,0.5355530474040632,1.140618382041508,15615.113529659642,0.3815989243368421,False,True,False,True,False,1,True
